frontend_api_id,module,exported_function,http_method,url_expression,normalized_path,source,contract_status
FEAPI-0433,system/notice,previewNoticeAudience,POST,'/system/notice/audience-preview',/system/notice/audience-preview,erp-ui/src/api/system/notice.js:49,待与后端/OpenAPI 核验
FEAPI-0434,system/notice,getNoticeAudienceOptions,GET,'/system/notice/audience-options',/system/notice/audience-options,erp-ui/src/api/system/notice.js:58,待与后端/OpenAPI 核验
FEAPI-0435,system/notice,publishNotice,POST,`/system/notice/${noticeId}/publish`,/system/notice/{noticeId}/publish,erp-ui/src/api/system/notice.js:67,待与后端/OpenAPI 核验
FEAPI-0436,system/notice,cancelNoticeSchedule,POST,`/system/notice/${noticeId}/cancel-schedule`,/system/notice/{noticeId}/cancel-schedule,erp-ui/src/api/system/notice.js:76,待与后端/OpenAPI 核验
FEAPI-0437,system/notice,offlineNotice,POST,`/system/notice/${noticeId}/offline`,/system/notice/{noticeId}/offline,erp-ui/src/api/system/notice.js:85,待与后端/OpenAPI 核验
FEAPI-0438,system/notice,createNoticeVersion,POST,`/system/notice/${noticeId}/new-version`,/system/notice/{noticeId}/new-version,erp-ui/src/api/system/notice.js:94,待与后端/OpenAPI 核验
FEAPI-0439,system/notice,delNotice,DELETE,'/system/notice/' + noticeId,/system/notice/{noticeId},erp-ui/src/api/system/notice.js:104,待与后端/OpenAPI 核验
FEAPI-0440,system/notice,listNoticeTop,GET,'/system/notice/listTop',/system/notice/listTop,erp-ui/src/api/system/notice.js:112,待与后端/OpenAPI 核验
FEAPI-0441,system/notice,markNoticeRead,POST,'/system/notice/markRead',/system/notice/markRead,erp-ui/src/api/system/notice.js:120,待与后端/OpenAPI 核验
FEAPI-0442,system/notice,markNoticeReadAll,POST,'/system/notice/markReadAll',/system/notice/markReadAll,erp-ui/src/api/system/notice.js:129,待与后端/OpenAPI 核验
FEAPI-0443,system/notice,listNoticeReadUsers,GET,'/system/notice/readUsers/list',/system/notice/readUsers/list,erp-ui/src/api/system/notice.js:137,待与后端/OpenAPI 核验
FEAPI-0444,system/operlog,list,GET,'/system/operlog/list',/system/operlog/list,erp-ui/src/api/system/operlog.js:6,待与后端/OpenAPI 核验
FEAPI-0445,system/operlog,getOperlog,GET,'/system/operlog/' + operId,/system/operlog/{operId},erp-ui/src/api/system/operlog.js:15,待与后端/OpenAPI 核验
FEAPI-0446,system/operlog,delOperlog,DELETE,'/system/operlog/' + operId,/system/operlog/{operId},erp-ui/src/api/system/operlog.js:23,待与后端/OpenAPI 核验
FEAPI-0447,system/operlog,cleanOperlog,DELETE,'/system/operlog/clean',/system/operlog/clean,erp-ui/src/api/system/operlog.js:31,待与后端/OpenAPI 核验
FEAPI-0448,system/post,listPost,GET,'/system/post/list',/system/post/list,erp-ui/src/api/system/post.js:6,待与后端/OpenAPI 核验
FEAPI-0449,system/post,optionselectPost,GET,'/system/post/optionselect',/system/post/optionselect,erp-ui/src/api/system/post.js:15,待与后端/OpenAPI 核验
FEAPI-0450,system/post,getPost,GET,'/system/post/' + postId,/system/post/{postId},erp-ui/src/api/system/post.js:23,待与后端/OpenAPI 核验
FEAPI-0451,system/post,addPost,POST,'/system/post',/system/post,erp-ui/src/api/system/post.js:31,待与后端/OpenAPI 核验
FEAPI-0452,system/post,updatePost,PUT,'/system/post',/system/post,erp-ui/src/api/system/post.js:40,待与后端/OpenAPI 核验
FEAPI-0453,system/post,delPost,DELETE,'/system/post/' + postId,/system/post/{postId},erp-ui/src/api/system/post.js:49,待与后端/OpenAPI 核验
FEAPI-0454,system/role,listRole,GET,'/system/role/list',/system/role/list,erp-ui/src/api/system/role.js:6,待与后端/OpenAPI 核验
FEAPI-0455,system/role,getRole,GET,'/system/role/' + roleId,/system/role/{roleId},erp-ui/src/api/system/role.js:15,待与后端/OpenAPI 核验
FEAPI-0456,system/role,addRole,POST,'/system/role',/system/role,erp-ui/src/api/system/role.js:23,待与后端/OpenAPI 核验
FEAPI-0457,system/role,updateRole,PUT,'/system/role',/system/role,erp-ui/src/api/system/role.js:32,待与后端/OpenAPI 核验
FEAPI-0458,system/role,dataScope,PUT,'/system/role/dataScope',/system/role/dataScope,erp-ui/src/api/system/role.js:41,待与后端/OpenAPI 核验
FEAPI-0459,system/role,changeRoleStatus,PUT,'/system/role/changeStatus',/system/role/changeStatus,erp-ui/src/api/system/role.js:54,待与后端/OpenAPI 核验
FEAPI-0460,system/role,delRole,DELETE,'/system/role/' + roleId,/system/role/{roleId},erp-ui/src/api/system/role.js:63,待与后端/OpenAPI 核验
FEAPI-0461,system/role,allocatedUserList,GET,'/system/role/authUser/allocatedList',/system/role/authUser/allocatedList,erp-ui/src/api/system/role.js:71,待与后端/OpenAPI 核验
FEAPI-0462,system/role,unallocatedUserList,GET,'/system/role/authUser/unallocatedList',/system/role/authUser/unallocatedList,erp-ui/src/api/system/role.js:80,待与后端/OpenAPI 核验
FEAPI-0463,system/role,authUserCancel,PUT,'/system/role/authUser/cancel',/system/role/authUser/cancel,erp-ui/src/api/system/role.js:89,待与后端/OpenAPI 核验
FEAPI-0464,system/role,authUserCancelAll,PUT,'/system/role/authUser/cancelAll',/system/role/authUser/cancelAll,erp-ui/src/api/system/role.js:98,待与后端/OpenAPI 核验
FEAPI-0465,system/role,authUserSelectAll,PUT,'/system/role/authUser/selectAll',/system/role/authUser/selectAll,erp-ui/src/api/system/role.js:107,待与后端/OpenAPI 核验
FEAPI-0466,system/role,deptTreeSelect,GET,'/system/role/deptTree/' + roleId,/system/role/deptTree/{roleId},erp-ui/src/api/system/role.js:116,待与后端/OpenAPI 核验
FEAPI-0467,system/role,roleCreateDeptTree,GET,'/system/role/deptTree',/system/role/deptTree,erp-ui/src/api/system/role.js:124,待与后端/OpenAPI 核验
FEAPI-0468,system/role,optionselect,GET,'/system/role/optionselect',/system/role/optionselect,erp-ui/src/api/system/role.js:132,待与后端/OpenAPI 核验
FEAPI-0469,system/salaryConfig,listSalaryScheme,GET,'/system/salaryConfig/list',/system/salaryConfig/list,erp-ui/src/api/system/salaryConfig.js:6,待与后端/OpenAPI 核验
FEAPI-0470,system/salaryConfig,getSalaryScheme,GET,'/system/salaryConfig/' + schemeId,/system/salaryConfig/{schemeId},erp-ui/src/api/system/salaryConfig.js:15,待与后端/OpenAPI 核验
FEAPI-0471,system/salaryConfig,salarySchemeOptions,GET,'/system/salaryConfig/options',/system/salaryConfig/options,erp-ui/src/api/system/salaryConfig.js:23,待与后端/OpenAPI 核验
FEAPI-0472,system/salaryConfig,salaryUserOptions,GET,'/system/salaryConfig/users',/system/salaryConfig/users,erp-ui/src/api/system/salaryConfig.js:32,待与后端/OpenAPI 核验
FEAPI-0473,system/salaryConfig,salaryShopTree,GET,'/system/salaryConfig/shopTree',/system/salaryConfig/shopTree,erp-ui/src/api/system/salaryConfig.js:41,待与后端/OpenAPI 核验
FEAPI-0474,system/salaryConfig,addSalaryScheme,POST,'/system/salaryConfig',/system/salaryConfig,erp-ui/src/api/system/salaryConfig.js:49,待与后端/OpenAPI 核验
FEAPI-0475,system/salaryConfig,updateSalaryScheme,PUT,'/system/salaryConfig',/system/salaryConfig,erp-ui/src/api/system/salaryConfig.js:58,待与后端/OpenAPI 核验
FEAPI-0476,system/salaryConfig,delSalaryScheme,DELETE,'/system/salaryConfig/' + schemeId,/system/salaryConfig/{schemeId},erp-ui/src/api/system/salaryConfig.js:67,待与后端/OpenAPI 核验
FEAPI-0477,system/salaryConfig,listSalaryItems,GET,'/system/salaryConfig/' + schemeId + '/items',/system/salaryConfig/{schemeId}/items,erp-ui/src/api/system/salaryConfig.js:75,待与后端/OpenAPI 核验
FEAPI-0478,system/salaryConfig,addSalaryItem,POST,'/system/salaryConfig/item',/system/salaryConfig/item,erp-ui/src/api/system/salaryConfig.js:83,待与后端/OpenAPI 核验
FEAPI-0479,system/salaryConfig,updateSalaryItem,PUT,'/system/salaryConfig/item',/system/salaryConfig/item,erp-ui/src/api/system/salaryConfig.js:92,待与后端/OpenAPI 核验
FEAPI-0480,system/salaryConfig,delSalaryItem,DELETE,'/system/salaryConfig/item/' + itemId,/system/salaryConfig/item/{itemId},erp-ui/src/api/system/salaryConfig.js:101,待与后端/OpenAPI 核验
FEAPI-0481,system/salaryConfig,getRoleSalary,GET,'/system/salaryConfig/role/' + roleId,/system/salaryConfig/role/{roleId},erp-ui/src/api/system/salaryConfig.js:109,待与后端/OpenAPI 核验
FEAPI-0482,system/salaryConfig,getRoleSalaryBatch,GET,'/system/salaryConfig/role/batch',/system/salaryConfig/role/batch,erp-ui/src/api/system/salaryConfig.js:117,待与后端/OpenAPI 核验
FEAPI-0483,system/salaryConfig,saveRoleSalary,PUT,'/system/salaryConfig/role/' + roleId,/system/salaryConfig/role/{roleId},erp-ui/src/api/system/salaryConfig.js:126,待与后端/OpenAPI 核验
FEAPI-0484,system/salaryConfig,getUserSalary,GET,'/system/salaryConfig/user/' + userId,/system/salaryConfig/user/{userId},erp-ui/src/api/system/salaryConfig.js:135,待与后端/OpenAPI 核验
FEAPI-0485,system/salaryConfig,getUserSalaryBatch,GET,'/system/salaryConfig/user/batch',/system/salaryConfig/user/batch,erp-ui/src/api/system/salaryConfig.js:143,待与后端/OpenAPI 核验
FEAPI-0486,system/salaryConfig,saveUserSalary,PUT,'/system/salaryConfig/user/' + userId,/system/salaryConfig/user/{userId},erp-ui/src/api/system/salaryConfig.js:152,待与后端/OpenAPI 核验
FEAPI-0487,system/user,listUser,GET,'/system/user/list',/system/user/list,erp-ui/src/api/system/user.js:7,待与后端/OpenAPI 核验
FEAPI-0488,system/user,getUserSetupSummary,GET,'/system/user/setup-summary',/system/user/setup-summary,erp-ui/src/api/system/user.js:17,待与后端/OpenAPI 核验
FEAPI-0489,system/user,getUser,GET,'/system/user/' + parseStrEmpty(userId),/system/user/{parseStrEmpty_userId},erp-ui/src/api/system/user.js:26,待与后端/OpenAPI 核验
FEAPI-0490,system/user,getUserPii,GET,`/system/user/${userId}/pii`,/system/user/{userId}/pii,erp-ui/src/api/system/user.js:34,待与后端/OpenAPI 核验
FEAPI-0491,system/user,updateUserPii,PUT,`/system/user/${userId}/${afterCreate ? 'pii-after-create' : 'pii'}`,/system/user/{userId}/{afterCreate_pii-after-create_pii},erp-ui/src/api/system/user.js:43,待与后端/OpenAPI 核验
FEAPI-0492,system/user,addUser,POST,'/system/user',/system/user,erp-ui/src/api/system/user.js:53,待与后端/OpenAPI 核验
FEAPI-0493,system/user,updateUser,PUT,'/system/user',/system/user,erp-ui/src/api/system/user.js:62,待与后端/OpenAPI 核验
FEAPI-0494,system/user,previewUserDerivedProfile,POST,"""/system/user/derived-preview""",/system/user/derived-preview,erp-ui/src/api/system/user.js:71,待与后端/OpenAPI 核验
FEAPI-0495,system/user,delUser,DELETE,'/system/user/' + userId,/system/user/{userId},erp-ui/src/api/system/user.js:80,待与后端/OpenAPI 核验
FEAPI-0496,system/user,resetUserPwd,PUT,'/system/user/resetPwd',/system/user/resetPwd,erp-ui/src/api/system/user.js:89,待与后端/OpenAPI 核验
FEAPI-0497,system/user,changeUserStatus,PUT,'/system/user/changeStatus',/system/user/changeStatus,erp-ui/src/api/system/user.js:102,待与后端/OpenAPI 核验
FEAPI-0498,system/user,getUserProfile,GET,'/system/user/profile',/system/user/profile,erp-ui/src/api/system/user.js:111,待与后端/OpenAPI 核验
FEAPI-0499,system/user,updateUserProfile,PUT,'/system/user/profile',/system/user/profile,erp-ui/src/api/system/user.js:119,待与后端/OpenAPI 核验
FEAPI-0500,system/user,getProfileCompletion,GET,'/system/user/profile/completion',/system/user/profile/completion,erp-ui/src/api/system/user.js:128,待与后端/OpenAPI 核验
FEAPI-0501,system/user,updateProfileCompletion,PUT,'/system/user/profile/completion',/system/user/profile/completion,erp-ui/src/api/system/user.js:136,待与后端/OpenAPI 核验
FEAPI-0502,system/user,updateUserPwd,PUT,'/system/user/profile/updatePwd',/system/user/profile/updatePwd,erp-ui/src/api/system/user.js:149,待与后端/OpenAPI 核验
FEAPI-0503,system/user,uploadAvatar,POST,'/system/user/profile/avatar',/system/user/profile/avatar,erp-ui/src/api/system/user.js:158,待与后端/OpenAPI 核验
FEAPI-0504,system/user,getAuthRole,GET,'/system/user/authRole/' + userId,/system/user/authRole/{userId},erp-ui/src/api/system/user.js:168,待与后端/OpenAPI 核验
FEAPI-0505,system/user,updateAuthRole,PUT,'/system/user/authRole',/system/user/authRole,erp-ui/src/api/system/user.js:176,待与后端/OpenAPI 核验
FEAPI-0506,system/user,deptTreeSelect,GET,'/system/user/deptTree',/system/user/deptTree,erp-ui/src/api/system/user.js:185,待与后端/OpenAPI 核验
FEAPI-0507,system/userNotification,listUserNotifications,GET,'/system/user-notification/list',/system/user-notification/list,erp-ui/src/api/system/userNotification.js:5,待与后端/OpenAPI 核验
FEAPI-0508,system/userNotification,getUserNotificationUnreadCount,GET,'/system/user-notification/unread-count',/system/user-notification/unread-count,erp-ui/src/api/system/userNotification.js:13,待与后端/OpenAPI 核验
FEAPI-0509,system/userNotification,markUserNotificationRead,POST,'/system/user-notification/' + notificationId + '/read',/system/user-notification/{notificationId}/read,erp-ui/src/api/system/userNotification.js:21,待与后端/OpenAPI 核验
FEAPI-0510,system/userNotification,registerUserDeviceToken,POST,'/system/user-notification/device-token',/system/user-notification/device-token,erp-ui/src/api/system/userNotification.js:29,待与后端/OpenAPI 核验
FEAPI-0511,system/userNotification,disableUserDeviceToken,DELETE,'/system/user-notification/device-token',/system/user-notification/device-token,erp-ui/src/api/system/userNotification.js:37,待与后端/OpenAPI 核验
FEAPI-0512,system/userShop,shopTree,GET,'/system/user/shop/tree',/system/user/shop/tree,erp-ui/src/api/system/userShop.js:6,待与后端/OpenAPI 核验
FEAPI-0513,system/userShop,getUserShop,GET,'/system/user/shop/' + userId,/system/user/shop/{userId},erp-ui/src/api/system/userShop.js:14,待与后端/OpenAPI 核验
FEAPI-0514,system/userShop,batchUserShop,GET,'/system/user/shop/batch',/system/user/shop/batch,erp-ui/src/api/system/userShop.js:22,待与后端/OpenAPI 核验
FEAPI-0515,system/userShop,previewUserShop,POST,'/system/user/shop/' + userId + '/preview',/system/user/shop/{userId}/preview,erp-ui/src/api/system/userShop.js:31,待与后端/OpenAPI 核验
FEAPI-0516,system/userShop,updateUserShop,PUT,'/system/user/shop/' + userId,/system/user/shop/{userId},erp-ui/src/api/system/userShop.js:40,待与后端/OpenAPI 核验
FEAPI-0517,tool/gen,listTable,GET,'/code/gen/list',/code/gen/list,erp-ui/src/api/tool/gen.js:6,待与后端/OpenAPI 核验
FEAPI-0518,tool/gen,listDbTable,GET,'/code/gen/db/list',/code/gen/db/list,erp-ui/src/api/tool/gen.js:14,待与后端/OpenAPI 核验
FEAPI-0519,tool/gen,getGenTable,GET,'/code/gen/' + tableId,/code/gen/{tableId},erp-ui/src/api/tool/gen.js:23,待与后端/OpenAPI 核验
FEAPI-0520,tool/gen,updateGenTable,PUT,'/code/gen',/code/gen,erp-ui/src/api/tool/gen.js:31,待与后端/OpenAPI 核验
FEAPI-0521,tool/gen,importTable,POST,'/code/gen/importTable',/code/gen/importTable,erp-ui/src/api/tool/gen.js:40,待与后端/OpenAPI 核验
FEAPI-0522,tool/gen,previewTable,GET,'/code/gen/preview/' + tableId,/code/gen/preview/{tableId},erp-ui/src/api/tool/gen.js:49,待与后端/OpenAPI 核验
FEAPI-0523,tool/gen,delTable,DELETE,'/code/gen/' + tableId,/code/gen/{tableId},erp-ui/src/api/tool/gen.js:57,待与后端/OpenAPI 核验
FEAPI-0524,tool/gen,genCode,GET,'/code/gen/genCode/' + tableName,/code/gen/genCode/{tableName},erp-ui/src/api/tool/gen.js:65,待与后端/OpenAPI 核验
FEAPI-0525,tool/gen,synchDb,GET,'/code/gen/synchDb/' + tableName,/code/gen/synchDb/{tableName},erp-ui/src/api/tool/gen.js:73,待与后端/OpenAPI 核验
FEAPI-0526,workbench/todo,PROVIDERS,GET,`${provider}/${endpoint}`,{provider}/{endpoint},erp-ui/src/api/workbench/todo.js:16,待与后端/OpenAPI 核验
