backend_api_id,module,controller,java_method,http_method,controller_path,external_path_candidate,permissions,idempotent_annotation,response_type,data_scope,source,openapi_status
BEAPI-0478,system,SysConfigController,innerConfigKey,GET,/config/inner/configKey/{configKey},/system/config/inner/configKey/{configKey},未声明/公共接口,no,R<String>,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysConfigController.java:106,待生成版本化 OpenAPI 基线
BEAPI-0479,system,SysConfigController,add,POST,/config,/system/config,system:config:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysConfigController.java:118,待生成版本化 OpenAPI 基线
BEAPI-0480,system,SysConfigController,edit,PUT,/config,/system/config,system:config:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysConfigController.java:135,待生成版本化 OpenAPI 基线
BEAPI-0481,system,SysConfigController,remove,DELETE,/config/{configIds},/system/config/{configIds},system:config:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysConfigController.java:152,待生成版本化 OpenAPI 基线
BEAPI-0482,system,SysConfigController,refreshCache,DELETE,/config/refreshCache,/system/config/refreshCache,system:config:refresh,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysConfigController.java:165,待生成版本化 OpenAPI 基线
BEAPI-0483,system,SysDeptController,list,GET,/dept/list,/system/dept/list,system:dept:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:57,待生成版本化 OpenAPI 基线
BEAPI-0484,system,SysDeptController,leaderOptions,GET,/dept/leader-options,/system/dept/leader-options,system:dept:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:66,待生成版本化 OpenAPI 基线
BEAPI-0485,system,SysDeptController,shopTree,GET,/dept/shop-tree,/system/dept/shop-tree,system:dept:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:77,待生成版本化 OpenAPI 基线
BEAPI-0486,system,SysDeptController,warehouseList,GET,/dept/warehouse-list,/system/dept/warehouse-list,system:dept:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:106,待生成版本化 OpenAPI 基线
BEAPI-0487,system,SysDeptController,visibleStoreList,GET,/dept/visible-store-list,/system/dept/visible-store-list,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:117,待生成版本化 OpenAPI 基线
BEAPI-0488,system,SysDeptController,excludeChild,GET,/dept/list/exclude/{deptId},/system/dept/list/exclude/{deptId},system:dept:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:129,待生成版本化 OpenAPI 基线
BEAPI-0489,system,SysDeptController,getInfo,GET,/dept/{deptId},/system/dept/{deptId},system:dept:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:141,待生成版本化 OpenAPI 基线
BEAPI-0490,system,SysDeptController,add,POST,/dept,/system/dept,system:dept:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:153,待生成版本化 OpenAPI 基线
BEAPI-0491,system,SysDeptController,edit,PUT,/dept,/system/dept,system:dept:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:169,待生成版本化 OpenAPI 基线
BEAPI-0492,system,SysDeptController,updateSort,PUT,/dept/updateSort,/system/dept/updateSort,system:dept:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:196,待生成版本化 OpenAPI 基线
BEAPI-0493,system,SysDeptController,remove,DELETE,/dept/{deptId},/system/dept/{deptId},system:dept:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDeptController.java:217,待生成版本化 OpenAPI 基线
BEAPI-0494,system,SysDictDataController,list,GET,/dict/data/list,/system/dict/data/list,system:dict:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:47,待生成版本化 OpenAPI 基线
BEAPI-0495,system,SysDictDataController,export,POST,/dict/data/export,/system/dict/data/export,system:dict:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:57,待生成版本化 OpenAPI 基线
BEAPI-0496,system,SysDictDataController,getInfo,GET,/dict/data/{dictCode},/system/dict/data/{dictCode},system:dict:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:69,待生成版本化 OpenAPI 基线
BEAPI-0497,system,SysDictDataController,dictType,GET,/dict/data/type/{dictType},/system/dict/data/type/{dictType},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:79,待生成版本化 OpenAPI 基线
BEAPI-0498,system,SysDictDataController,add,POST,/dict/data,/system/dict/data,system:dict:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:95,待生成版本化 OpenAPI 基线
BEAPI-0499,system,SysDictDataController,edit,PUT,/dict/data,/system/dict/data,system:dict:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:107,待生成版本化 OpenAPI 基线
BEAPI-0500,system,SysDictDataController,remove,DELETE,/dict/data/{dictCodes},/system/dict/data/{dictCodes},system:dict:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictDataController.java:119,待生成版本化 OpenAPI 基线
BEAPI-0501,system,SysDictTypeController,list,GET,/dict/type/list,/system/dict/type/list,system:dict:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0502,system,SysDictTypeController,export,POST,/dict/type/export,/system/dict/type/export,system:dict:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:51,待生成版本化 OpenAPI 基线
BEAPI-0503,system,SysDictTypeController,getInfo,GET,/dict/type/{dictId},/system/dict/type/{dictId},system:dict:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:63,待生成版本化 OpenAPI 基线
BEAPI-0504,system,SysDictTypeController,add,POST,/dict/type,/system/dict/type,system:dict:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:74,待生成版本化 OpenAPI 基线
BEAPI-0505,system,SysDictTypeController,edit,PUT,/dict/type,/system/dict/type,system:dict:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:90,待生成版本化 OpenAPI 基线
BEAPI-0506,system,SysDictTypeController,remove,DELETE,/dict/type/{dictIds},/system/dict/type/{dictIds},system:dict:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:106,待生成版本化 OpenAPI 基线
BEAPI-0507,system,SysDictTypeController,refreshCache,DELETE,/dict/type/refreshCache,/system/dict/type/refreshCache,system:dict:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:118,待生成版本化 OpenAPI 基线
BEAPI-0508,system,SysDictTypeController,optionselect,GET,/dict/type/optionselect,/system/dict/type/optionselect,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysDictTypeController.java:129,待生成版本化 OpenAPI 基线
BEAPI-0509,system,SysLegalEntityController,options,GET,/legalEntity/options,/system/legalEntity/options,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLegalEntityController.java:34,待生成版本化 OpenAPI 基线
BEAPI-0510,system,SysLegalEntityController,list,GET,/legalEntity/list,/system/legalEntity/list,system:dept:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLegalEntityController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0511,system,SysLegalEntityController,detail,GET,/legalEntity/{legalEntityId},/system/legalEntity/{legalEntityId},system:dept:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLegalEntityController.java:48,待生成版本化 OpenAPI 基线
BEAPI-0512,system,SysLegalEntityController,add,POST,/legalEntity,/system/legalEntity,system:dept:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLegalEntityController.java:56,待生成版本化 OpenAPI 基线
BEAPI-0513,system,SysLegalEntityController,edit,PUT,/legalEntity,/system/legalEntity,system:dept:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLegalEntityController.java:66,待生成版本化 OpenAPI 基线
BEAPI-0514,system,SysLogininforController,list,GET,/logininfor/list,/system/logininfor/list,system:logininfor:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLogininforController.java:43,待生成版本化 OpenAPI 基线
BEAPI-0515,system,SysLogininforController,export,POST,/logininfor/export,/system/logininfor/export,system:logininfor:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLogininforController.java:53,待生成版本化 OpenAPI 基线
BEAPI-0516,system,SysLogininforController,remove,DELETE,/logininfor/{infoIds},/system/logininfor/{infoIds},system:logininfor:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLogininforController.java:63,待生成版本化 OpenAPI 基线
BEAPI-0517,system,SysLogininforController,clean,DELETE,/logininfor/clean,/system/logininfor/clean,system:logininfor:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLogininforController.java:71,待生成版本化 OpenAPI 基线
BEAPI-0518,system,SysLogininforController,unlock,GET,/logininfor/unlock/{userName},/system/logininfor/unlock/{userName},system:logininfor:unlock,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLogininforController.java:80,待生成版本化 OpenAPI 基线
BEAPI-0519,system,SysLogininforController,add,POST,/logininfor,/system/logininfor,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysLogininforController.java:88,待生成版本化 OpenAPI 基线
BEAPI-0520,system,SysMenuController,list,GET,/menu/list,/system/menu/list,system:menu:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:46,待生成版本化 OpenAPI 基线
BEAPI-0521,system,SysMenuController,getInfo,GET,/menu/{menuId},/system/menu/{menuId},system:menu:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:58,待生成版本化 OpenAPI 基线
BEAPI-0522,system,SysMenuController,treeselect,GET,/menu/treeselect,/system/menu/treeselect,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:68,待生成版本化 OpenAPI 基线
BEAPI-0523,system,SysMenuController,roleMenuTreeselect,GET,/menu/roleMenuTreeselect/{roleId},/system/menu/roleMenuTreeselect/{roleId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:80,待生成版本化 OpenAPI 基线
BEAPI-0524,system,SysMenuController,add,POST,/menu,/system/menu,system:menu:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:96,待生成版本化 OpenAPI 基线
BEAPI-0525,system,SysMenuController,edit,PUT,/menu,/system/menu,system:menu:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:120,待生成版本化 OpenAPI 基线
BEAPI-0526,system,SysMenuController,updateSort,PUT,/menu/updateSort,/system/menu/updateSort,system:menu:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:149,待生成版本化 OpenAPI 基线
BEAPI-0527,system,SysMenuController,remove,DELETE,/menu/{menuId},/system/menu/{menuId},system:menu:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:170,待生成版本化 OpenAPI 基线
BEAPI-0528,system,SysMenuController,getRouters,GET,/menu/getRouters,/system/menu/getRouters,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMenuController.java:190,待生成版本化 OpenAPI 基线
BEAPI-0529,system,SysMobileController,profile,GET,/mobile/profile,/system/mobile/profile,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMobileController.java:33,待生成版本化 OpenAPI 基线
BEAPI-0530,system,SysMobileController,warehouseOptions,GET,/mobile/options/warehouses,/system/mobile/options/warehouses,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysMobileController.java:56,待生成版本化 OpenAPI 基线
BEAPI-0531,system,SysNoticeController,list,GET,/notice/list,/system/notice/list,system:notice:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:53,待生成版本化 OpenAPI 基线
BEAPI-0532,system,SysNoticeController,getInfo,GET,/notice/{noticeId},/system/notice/{noticeId},system:notice:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:65,待生成版本化 OpenAPI 基线
BEAPI-0533,system,SysNoticeController,getInboxInfo,GET,/notice/inbox/{noticeId},/system/notice/inbox/{noticeId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:75,待生成版本化 OpenAPI 基线
BEAPI-0534,system,SysNoticeController,add,POST,/notice,/system/notice,system:notice:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:87,待生成版本化 OpenAPI 基线
BEAPI-0535,system,SysNoticeController,edit,PUT,/notice,/system/notice,system:notice:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:108,待生成版本化 OpenAPI 基线
BEAPI-0536,system,SysNoticeController,audiencePreview,POST,/notice/audience-preview,/system/notice/audience-preview,system:notice:add | system:notice:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:124,待生成版本化 OpenAPI 基线
BEAPI-0537,system,SysNoticeController,audienceOptions,GET,/notice/audience-options,/system/notice/audience-options,system:notice:add | system:notice:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:138,待生成版本化 OpenAPI 基线
BEAPI-0538,system,SysNoticeController,publish,POST,/notice/{noticeId}/publish,/system/notice/{noticeId}/publish,system:notice:publish,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:154,待生成版本化 OpenAPI 基线
BEAPI-0539,system,SysNoticeController,cancelSchedule,POST,/notice/{noticeId}/cancel-schedule,/system/notice/{noticeId}/cancel-schedule,system:notice:publish,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:171,待生成版本化 OpenAPI 基线
BEAPI-0540,system,SysNoticeController,offline,POST,/notice/{noticeId}/offline,/system/notice/{noticeId}/offline,system:notice:publish,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:189,待生成版本化 OpenAPI 基线
BEAPI-0541,system,SysNoticeController,createNewVersion,POST,/notice/{noticeId}/new-version,/system/notice/{noticeId}/new-version,system:notice:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:207,待生成版本化 OpenAPI 基线
BEAPI-0542,system,SysNoticeController,listTop,GET,/notice/listTop,/system/notice/listTop,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:227,待生成版本化 OpenAPI 基线
BEAPI-0543,system,SysNoticeController,markRead,POST,/notice/markRead,/system/notice/markRead,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:243,待生成版本化 OpenAPI 基线
BEAPI-0544,system,SysNoticeController,markReadAll,POST,/notice/markReadAll,/system/notice/markReadAll,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:256,待生成版本化 OpenAPI 基线
BEAPI-0545,system,SysNoticeController,readUsersList,GET,/notice/readUsers/list,/system/notice/readUsers/list,system:notice:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:271,待生成版本化 OpenAPI 基线
BEAPI-0546,system,SysNoticeController,remove,DELETE,/notice/{noticeIds},/system/notice/{noticeIds},system:notice:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysNoticeController.java:285,待生成版本化 OpenAPI 基线
BEAPI-0547,system,SysOperlogController,list,GET,/operlog/list,/system/operlog/list,system:operlog:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysOperlogController.java:40,待生成版本化 OpenAPI 基线
BEAPI-0548,system,SysOperlogController,export,POST,/operlog/export,/system/operlog/export,system:operlog:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysOperlogController.java:51,待生成版本化 OpenAPI 基线
BEAPI-0549,system,SysOperlogController,getInfo,GET,/operlog/{operId},/system/operlog/{operId},system:operlog:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysOperlogController.java:60,待生成版本化 OpenAPI 基线
BEAPI-0550,system,SysOperlogController,remove,DELETE,/operlog/{operIds},/system/operlog/{operIds},system:operlog:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysOperlogController.java:69,待生成版本化 OpenAPI 基线
BEAPI-0551,system,SysOperlogController,clean,DELETE,/operlog/clean,/system/operlog/clean,system:operlog:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysOperlogController.java:78,待生成版本化 OpenAPI 基线
BEAPI-0552,system,SysOperlogController,add,POST,/operlog,/system/operlog,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysOperlogController.java:86,待生成版本化 OpenAPI 基线
BEAPI-0553,system,SysPostController,list,GET,/post/list,/system/post/list,system:post:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:44,待生成版本化 OpenAPI 基线
BEAPI-0554,system,SysPostController,export,POST,/post/export,/system/post/export,system:post:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:54,待生成版本化 OpenAPI 基线
BEAPI-0555,system,SysPostController,getInfo,GET,/post/{postId},/system/post/{postId},system:post:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:66,待生成版本化 OpenAPI 基线
BEAPI-0556,system,SysPostController,add,POST,/post,/system/post,system:post:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:77,待生成版本化 OpenAPI 基线
BEAPI-0557,system,SysPostController,edit,PUT,/post,/system/post,system:post:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:97,待生成版本化 OpenAPI 基线
BEAPI-0558,system,SysPostController,remove,DELETE,/post/{postIds},/system/post/{postIds},system:post:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:117,待生成版本化 OpenAPI 基线
BEAPI-0559,system,SysPostController,optionselect,GET,/post/optionselect,/system/post/optionselect,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysPostController.java:127,待生成版本化 OpenAPI 基线
BEAPI-0560,system,SysProfileController,profile,GET,/user/profile,/system/user/profile,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysProfileController.java:80,待生成版本化 OpenAPI 基线
BEAPI-0561,system,SysProfileController,profileCompletion,GET,/user/profile/completion,/system/user/profile/completion,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysProfileController.java:96,待生成版本化 OpenAPI 基线
BEAPI-0562,system,SysProfileController,updateProfileCompletion,PUT,/user/profile/completion,/system/user/profile/completion,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysProfileController.java:108,待生成版本化 OpenAPI 基线
BEAPI-0563,system,SysProfileController,updateProfile,PUT,/user/profile,/system/user/profile,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysProfileController.java:127,待生成版本化 OpenAPI 基线
BEAPI-0564,system,SysProfileController,updatePwd,PUT,/user/profile/updatePwd,/system/user/profile/updatePwd,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysProfileController.java:166,待生成版本化 OpenAPI 基线
BEAPI-0565,system,SysProfileController,avatar,POST,/user/profile/avatar,/system/user/profile/avatar,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysProfileController.java:217,待生成版本化 OpenAPI 基线
BEAPI-0566,system,SysRoleController,list,GET,/role/list,/system/role/list,system:role:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:57,待生成版本化 OpenAPI 基线
BEAPI-0567,system,SysRoleController,export,POST,/role/export,/system/role/export,system:role:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:67,待生成版本化 OpenAPI 基线
BEAPI-0568,system,SysRoleController,getInfo,GET,/role/{roleId},/system/role/{roleId},system:role:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:79,待生成版本化 OpenAPI 基线
BEAPI-0569,system,SysRoleController,add,POST,/role,/system/role,system:role:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:91,待生成版本化 OpenAPI 基线
BEAPI-0570,system,SysRoleController,edit,PUT,/role,/system/role,system:role:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:113,待生成版本化 OpenAPI 基线
BEAPI-0571,system,SysRoleController,dataScope,PUT,/role/dataScope,/system/role/dataScope,system:role:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:135,待生成版本化 OpenAPI 基线
BEAPI-0572,system,SysRoleController,changeStatus,PUT,/role/changeStatus,/system/role/changeStatus,system:role:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:148,待生成版本化 OpenAPI 基线
BEAPI-0573,system,SysRoleController,remove,DELETE,/role/{roleIds},/system/role/{roleIds},system:role:remove,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:162,待生成版本化 OpenAPI 基线
BEAPI-0574,system,SysRoleController,optionselect,GET,/role/optionselect,/system/role/optionselect,system:role:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:172,待生成版本化 OpenAPI 基线
BEAPI-0575,system,SysRoleController,allocatedList,GET,/role/authUser/allocatedList,/system/role/authUser/allocatedList,system:role:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:181,待生成版本化 OpenAPI 基线
BEAPI-0576,system,SysRoleController,unallocatedList,GET,/role/authUser/unallocatedList,/system/role/authUser/unallocatedList,system:role:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:194,待生成版本化 OpenAPI 基线
BEAPI-0577,system,SysRoleController,cancelAuthUser,PUT,/role/authUser/cancel,/system/role/authUser/cancel,system:role:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:208,待生成版本化 OpenAPI 基线
BEAPI-0578,system,SysRoleController,cancelAuthUserAll,PUT,/role/authUser/cancelAll,/system/role/authUser/cancelAll,system:role:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:219,待生成版本化 OpenAPI 基线
BEAPI-0579,system,SysRoleController,selectAuthUserAll,PUT,/role/authUser/selectAll,/system/role/authUser/selectAll,system:role:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:230,待生成版本化 OpenAPI 基线
BEAPI-0580,system,SysRoleController,deptTree,GET,/role/deptTree/{roleId},/system/role/deptTree/{roleId},system:role:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:241,待生成版本化 OpenAPI 基线
BEAPI-0581,system,SysRoleController,createDeptTree,GET,/role/deptTree,/system/role/deptTree,system:role:add,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysRoleController.java:253,待生成版本化 OpenAPI 基线
BEAPI-0582,system,SysSalaryConfigController,list,GET,/salaryConfig/list,/system/salaryConfig/list,system:salary:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysSalaryConfigController.java:61,待生成版本化 OpenAPI 基线
BEAPI-0583,system,SysSalaryConfigController,export,POST,/salaryConfig/export,/system/salaryConfig/export,system:salary:export,no,void,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysSalaryConfigController.java:72,待生成版本化 OpenAPI 基线
BEAPI-0584,system,SysSalaryConfigController,getInfo,GET,/salaryConfig/{schemeId},/system/salaryConfig/{schemeId},system:salary:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysSalaryConfigController.java:81,待生成版本化 OpenAPI 基线
BEAPI-0585,system,SysSalaryConfigController,options,GET,/salaryConfig/options,/system/salaryConfig/options,system:salary:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysSalaryConfigController.java:88,待生成版本化 OpenAPI 基线
BEAPI-0586,system,SysSalaryConfigController,users,GET,/salaryConfig/users,/system/salaryConfig/users,system:salary:role,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/SysSalaryConfigController.java:95,待生成版本化 OpenAPI 基线
